,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,"{'title': '1992 Nissan 240 SX', 'distance': '', 'price': '$19,500.00', 'location': 'City of Toronto 18/05/2021', 'description': 'Never driven in winter No rust Original condition and original owner 269,000km 5-speed Only premium gas put in\nManual | 269,000 km'}","{'title': 'Silvia s15(front end for sale)', 'distance': '', 'price': '$2,500.00', 'location': 'Ottawa 15/05/2021', 'description': '-From Montréal -The car is not for sale,only the front end. -2500$ CAN or trade for pop up front end. -Clean black paint job -Oem silvia s15 headlight -Origin lab s13.5 20mm fenders vented -Origin ...\nManual | 110,000 km'}","{'title': 'TESTING WATERS: 1995 Nissan 240sx Base (S14 Zenki) SR20DET', 'distance': '', 'price': '$1,234.00', 'location': 'City of Toronto 12/05/2021', 'description': 'TESTING WATERS ON: 1995 Nissan 240sx (SR20DET) 5 speed manual (s14). Starts, runs, drives, brakes. Never seen winter since from the last owner and now. Everything is listed, from pros to cons. Please ...\nManual | 250,000 km'}","{'title': 'Wanted: WTB S13/S14', 'distance': '', 'price': '$8,000.00', 'location': 'City of Toronto 12/05/2021', 'description': 'Searching for any s chassis Must be manual and minimal rust willing to pay 8k for something decent don’t waste my time\n158 km'}","{'title': 'Wanted: Looking for s14 shell', 'distance': '', 'price': 'Please Contact', 'location': 'Oshawa / Durham Region 10/05/2021', 'description': 'Looking for a clean rolling shell , that’s street worthy . Not looking for a tubed or caged car s14 Zenki or Kuoki, might consider a s13 Budget is around 5 to 8k , will pay more for one with a engine\nManual | 123,456 km'}","{'title': 'Wanted: Looking for Nissan 240SX', 'distance': '', 'price': 'Please Contact', 'location': 'City of Toronto 09/05/2021', 'description': 'Looking for a nissan 240sx hatchback Manual transmission preferred. Automatic is fine too Stock is heavily preferred. Needs to be driving or with minimal amount of work to be drivable. Rust is fine. ...\nManual | 999,999 km'}","{'title': 'Wanted: 2JZ/LS swapped cars', 'distance': '', 'price': '$35,000.00', 'location': 'Mississauga / Peel Region 04/05/2021', 'description': ""Looking for cars with 2JZGTE or LS motors in them, preferably Nissan S-chassis'. Must have an interior/be road worthy. Must be manual transmission.\nManual | 55,555 km""}","{'title': '1997 Nissan 240sx (Kouki) with 2J Swap', 'distance': '', 'price': '$38,500.00', 'location': 'Oshawa / Durham Region 02/05/2021', 'description': 'Original Kouki car. Bolt on 2jz swap running on Haltech standalone. Authentic Bride carbon Vorgas. Airlift P3 suspension. Custom 2pc welded vossenxwork wheels. Long list of upgrades. Almost ...\nManual | 123,456 km'}","{'title': 'Looking for Nissan 240sx', 'distance': '', 'price': 'Please Contact', 'location': 'Hamilton 28/04/2021', 'description': 'Looking for a 1989-1994 240sx, been searching for awhile now. Looking for anything with minimal to no rust. Doesn’t matter if there’s body damage or not, also opened to engine swapped 240s. Let me ...\nManual | 12 km'}","{'title': 'Wanted: Nissan S13/S14/S15/drift candidates', 'distance': '', 'price': '$30,000.00', 'location': 'Mississauga / Peel Region 27/04/2021', 'description': 'Looking for tuned or motor swapped S-chassis vehicles: -S13 Hatch -S14 Kouki -S15 Looking for something close to street legal (non-tube frame) so I can drive it to the track and home. Preferably ...\nManual | 77,777 km'}","{'title': 'Wanted: Looking For S13 coupe', 'distance': '', 'price': '$999.00', 'location': 'Mississauga / Peel Region 22/04/2021', 'description': 'Looking For a S13 240sx coupe Message me if your selling a coupe Any condition Thanks\n999 km'}","{'title': 'S13 Radiator support *LOOKING FOR*', 'distance': '', 'price': '$123.00', 'location': 'City of Toronto 21/04/2021', 'description': 'I am looking for a clean s13 front rad support. If you are cutting up a chassis or have one please contact me. Willing to travel for the right one.\n1,234 km'}","{'title': 'Fortune Auto Series 500 Coilovers For Nissan S13 Chasis', 'distance': '', 'price': '$2,500.00', 'location': 'Markham / York Region 20/04/2021', 'description': 'I am Looking to sell my set of coilovers. Never been installed, brand new in open box. Not in a huge rush to sell them, but I am open to reasonable offers.\nManual | 100 km'}","{'title': 'Wanted: Wanted: Looking for a 1989-1993 s13 hatchback', 'distance': '', 'price': 'Free', 'location': 'City of Toronto 15/04/2021', 'description': 'Looking for a 1989-1993 s13 hatchback\nManual | 100,000 km'}","{'title': '240sx roller plus sr20', 'distance': '', 'price': '$6,000.00', 'location': 'Kitchener / Waterloo 12/04/2021', 'description': 'I have for sale my 240sx roller plus a s15 sr20 Need gone by Wednesday asking 6000 for both obo. Ownership in hand NEED GONE ASAP\nManual | 1,000,000 km'}","{'title': 'Wanted: Looking for Nissan 240sx/300zx', 'distance': '', 'price': 'Please Contact', 'location': 'Kitchener / Waterloo 09/04/2021', 'description': 'Mainly looking for damaged, rusted, accident car, salvaged, blown motor nissan 240sx / 180sx / silvia or 300zx tt fairlady maybe somewhat driveable/rolling show me what u got, ..extending the search ...\nManual | 999 km'}","{'title': 'Nissan Sylvia S15 Convertible - Import', 'distance': '', 'price': '$28,000.00', 'location': 'Ottawa 04/04/2021', 'description': 'This car was recently imported from Japan. Car is in great condition, with no rust. Modifications: Aftermarket wheels and exaust system Car is relatively stock. Looking to sell it quick. 28,000$ OBO ...\n125,000 km'}","{'title': 'Wanted: looking to buy 240sx s13', 'distance': '', 'price': '$6,000.00', 'location': 'City of Toronto 30/03/2021', 'description': 'Looking to purchase a 240sx s13. Send me everything even shells. Looking to spend 5-6k.\nManual | 123,456 km'}"
